date,instance_id,instance_type,region,environment,cpu_utilization_avg,cpu_utilization_max,hours_running,cost_inr
2026-04-10,i-prod-002,m5.xlarge,ap-south-1,prod,49.24,60.88,24,432.0
2026-02-01,i-dev-003,t3.large,us-east-1,dev,5.04,12.21,24,192.0
2026-04-07,i-test-001,t3.medium,ap-south-1,test,2.43,3.77,24,96.0
2026-02-14,i-prod-006,m5.xlarge,us-east-1,prod,44.57,55.95,24,432.0
2026-02-24,i-prod-004,r5.xlarge,eu-west-1,prod,60.75,66.89,24,576.0
2026-02-18,i-prod-004,r5.xlarge,eu-west-1,prod,48.03,61.43,24,576.0
2026-02-26,i-test-002,t3.medium,us-east-1,test,60.85,72.31,10,40.0
2026-02-25,i-prod-002,m5.xlarge,ap-south-1,prod,41.69,56.2,24,432.0
2026-03-10,i-stag-002,t3.medium,us-east-1,staging,60.97,72.53,10,40.0
2026-04-17,i-stag-002,t3.medium,us-east-1,staging,45.97,51.75,10,40.0
2026-04-12,i-stag-001,t3.large,ap-south-1,staging,47.63,66.07,4,32.0
2026-03-14,i-prod-003,m5.xlarge,us-east-1,prod,45.04,61.81,24,432.0
2026-04-16,i-test-001,t3.medium,ap-south-1,test,2.5,5.96,24,96.0
2026-03-05,i-dev-003,t3.large,us-east-1,dev,2.77,4.66,24,192.0
2026-02-03,i-prod-005,t3.large,ap-south-1,prod,70.52,85.02,24,192.0
2026-01-30,i-ml-001,m5.2xlarge,ap-south-1,prod,20.86,97.28,24,864.0
2026-04-18,i-dev-003,t3.large,us-east-1,dev,2.05,8.52,24,192.0
2026-04-10,i-ml-001,m5.2xlarge,ap-south-1,prod,43.82,86.21,24,864.0
2026-03-03,i-test-001,t3.medium,ap-south-1,test,3.73,7.54,24,96.0
2026-02-24,i-prod-005,t3.large,ap-south-1,prod,52.28,64.49,24,192.0
2026-02-11,i-stag-002,t3.medium,us-east-1,staging,39.58,46.63,10,40.0
2026-03-21,i-test-002,t3.medium,us-east-1,test,38.82,52.99,4,16.0
2026-02-13,i-stag-001,t3.large,ap-south-1,staging,65.51,77.99,10,80.0
2026-03-23,i-dev-004,t3.medium,eu-west-1,dev,49.35,64.44,10,40.0
2026-04-11,i-dev-004,t3.medium,eu-west-1,dev,34.74,43.08,4,16.0
2026-03-29,i-dev-001,t3.medium,ap-south-1,dev,3.35,6.68,24,96.0
2026-02-21,i-stag-002,t3.medium,us-east-1,staging,74.45,93.61,4,16.0
2026-03-18,i-ml-001,m5.2xlarge,ap-south-1,prod,28.7,88.56,24,864.0
2026-02-18,i-dev-003,t3.large,us-east-1,dev,1.89,7.11,24,192.0
2026-04-07,i-dev-004,t3.medium,eu-west-1,dev,47.89,56.86,10,40.0
2026-04-25,i-prod-001,m5.2xlarge,ap-south-1,prod,33.81,45.81,24,864.0
2026-03-01,i-prod-006,m5.xlarge,us-east-1,prod,35.92,51.66,24,432.0
2026-02-06,i-dev-003,t3.large,us-east-1,dev,4.08,9.16,24,192.0
2026-03-25,i-prod-006,m5.xlarge,us-east-1,prod,43.6,52.5,24,432.0
2026-02-16,i-ml-001,m5.2xlarge,ap-south-1,prod,43.14,88.57,24,864.0
2026-04-06,i-prod-006,m5.xlarge,us-east-1,prod,73.52,79.29,24,432.0
2026-02-12,i-stag-001,t3.large,ap-south-1,staging,33.99,40.8,10,80.0
2026-02-09,i-dev-004,t3.medium,eu-west-1,dev,58.24,72.0,10,40.0
2026-03-19,i-dev-002,t3.medium,ap-south-1,dev,3.56,7.51,24,96.0
2026-02-25,i-dev-004,t3.medium,eu-west-1,dev,44.56,56.89,10,40.0
2026-03-17,i-test-001,t3.medium,ap-south-1,test,3.93,8.46,24,96.0
2026-04-15,i-prod-005,t3.large,ap-south-1,prod,55.08,60.66,24,192.0
2026-03-08,i-dev-003,t3.large,us-east-1,dev,1.34,1.55,24,192.0
2026-04-08,i-prod-002,m5.xlarge,ap-south-1,prod,58.06,72.79,24,432.0
2026-04-08,i-prod-006,m5.xlarge,us-east-1,prod,68.97,88.18,24,432.0
2026-04-13,i-dev-002,t3.medium,ap-south-1,dev,3.34,3.38,24,96.0
2026-02-12,i-dev-003,t3.large,us-east-1,dev,5.6,6.09,24,192.0
2026-02-01,i-prod-005,t3.large,ap-south-1,prod,44.15,56.77,24,192.0
2026-03-22,i-dev-003,t3.large,us-east-1,dev,,12.34,24,192.0
2026-03-04,i-test-002,t3.medium,us-east-1,test,51.86,60.72,10,40.0
2026-04-29,i-ml-001,m5.2xlarge,ap-south-1,prod,34.11,96.16,24,864.0
2026-02-05,i-prod-002,m5.xlarge,ap-south-1,prod,71.1,83.77,24,432.0
2026-03-30,i-test-001,t3.medium,ap-south-1,test,2.88,2.93,24,96.0
2026-03-08,i-dev-002,t3.medium,ap-south-1,dev,2.09,2.83,24,96.0
2026-03-22,i-dev-004,t3.medium,eu-west-1,dev,58.64,64.41,4,16.0
2026-02-15,i-prod-002,m5.xlarge,ap-south-1,prod,63.35,76.97,24,432.0
2026-01-30,i-test-002,t3.medium,us-east-1,test,49.81,56.64,10,40.0
2026-02-20,i-prod-001,m5.2xlarge,ap-south-1,prod,30.49,37.55,24,864.0
2026-03-11,i-prod-001,m5.2xlarge,ap-south-1,prod,73.04,89.11,24,864.0
2026-02-24,i-test-001,t3.medium,ap-south-1,test,1.02,2.69,24,96.0
2026-04-26,i-stag-002,t3.medium,us-east-1,staging,53.91,69.07,4,16.0
2026-02-10,i-prod-002,m5.xlarge,ap-south-1,prod,73.85,93.64,24,432.0
2026-03-27,i-prod-001,m5.2xlarge,ap-south-1,prod,61.16,68.18,24,864.0
2026-01-31,i-prod-006,m5.xlarge,us-east-1,prod,47.49,56.56,24,432.0
2026-03-14,i-prod-002,m5.xlarge,ap-south-1,prod,52.42,58.58,24,432.0
2026-04-16,i-ml-001,m5.2xlarge,ap-south-1,prod,35.9,91.39,24,864.0
2026-03-26,i-stag-001,t3.large,ap-south-1,staging,47.39,60.06,10,80.0
2026-04-24,i-stag-002,t3.medium,us-east-1,staging,72.22,89.51,10,40.0
2026-03-08,i-stag-002,t3.medium,us-east-1,staging,71.52,83.83,4,16.0
2026-04-28,i-ml-001,m5.2xlarge,ap-south-1,prod,39.0,82.92,24,864.0
2026-03-16,i-dev-004,t3.medium,eu-west-1,dev,59.29,72.48,10,40.0
2026-04-03,i-test-001,t3.medium,ap-south-1,test,4.29,8.75,24,96.0
2026-02-11,i-dev-002,t3.medium,ap-south-1,dev,2.25,6.77,24,96.0
2026-04-05,i-prod-001,m5.2xlarge,ap-south-1,prod,70.59,87.69,24,864.0
2026-03-17,i-dev-002,t3.medium,ap-south-1,dev,3.04,7.03,24,96.0
2026-03-05,i-prod-001,m5.2xlarge,ap-south-1,prod,44.01,58.16,24,864.0
2026-04-12,i-prod-003,m5.xlarge,us-east-1,prod,52.51,63.68,24,432.0
2026-03-02,i-dev-002,t3.medium,ap-south-1,dev,0.67,1.41,24,96.0
2026-03-28,i-prod-002,m5.xlarge,ap-south-1,prod,66.16,85.1,24,432.0
2026-03-20,i-test-001,t3.medium,ap-south-1,test,0.64,3.55,24,96.0
2026-02-15,i-test-001,t3.medium,ap-south-1,test,2.98,5.65,24,96.0
2026-01-31,i-stag-001,t3.large,ap-south-1,staging,46.05,55.27,4,32.0
2026-04-29,i-prod-003,m5.xlarge,us-east-1,prod,47.64,63.09,24,432.0
2026-03-01,i-dev-002,t3.medium,ap-south-1,dev,2.56,4.36,24,96.0
2026-04-18,i-ml-001,m5.2xlarge,ap-south-1,prod,34.52,89.6,24,864.0
2026-02-17,i-stag-001,t3.large,ap-south-1,staging,63.19,74.97,10,80.0
2026-04-03,i-dev-003,t3.large,us-east-1,dev,3.9,8.03,24,192.0
2026-04-21,i-prod-001,m5.2xlarge,ap-south-1,prod,36.95,49.26,24,864.0
2026-02-24,i-dev-003,t3.large,us-east-1,dev,4.76,6.03,24,192.0
2026-03-24,i-dev-003,t3.large,us-east-1,dev,5.82,8.89,24,192.0
2026-02-21,i-test-002,t3.medium,us-east-1,test,67.3,72.86,4,16.0
2026-03-22,i-prod-005,t3.large,ap-south-1,prod,57.77,64.48,24,192.0
2026-04-28,i-test-001,t3.medium,ap-south-1,test,1.84,3.81,24,96.0
2026-02-07,i-dev-003,t3.large,us-east-1,dev,5.95,9.25,24,192.0
2026-03-29,i-prod-002,m5.xlarge,ap-south-1,prod,63.34,73.08,24,432.0
2026-04-14,i-test-002,t3.medium,us-east-1,test,61.26,69.54,10,40.0
2026-02-04,i-test-001,t3.medium,ap-south-1,test,4.46,5.16,24,96.0
2026-02-21,i-prod-001,m5.2xlarge,ap-south-1,prod,65.97,81.39,24,864.0
2026-04-22,i-dev-001,t3.medium,ap-south-1,dev,4.46,6.02,24,96.0
2026-03-02,i-prod-002,m5.xlarge,ap-south-1,prod,57.77,73.37,24,432.0
2026-02-07,i-prod-002,m5.xlarge,ap-south-1,prod,54.55,73.67,24,432.0
2026-04-09,i-dev-002,t3.medium,ap-south-1,dev,4.23,6.95,24,96.0
2026-04-13,i-prod-001,m5.2xlarge,ap-south-1,prod,33.41,44.22,24,864.0
2026-04-15,i-prod-006,m5.xlarge,us-east-1,prod,44.54,63.01,24,432.0
2026-04-26,i-prod-005,t3.large,ap-south-1,prod,73.12,81.42,24,192.0
2026-03-28,i-prod-006,m5.xlarge,us-east-1,prod,35.53,53.86,24,432.0
2026-04-15,i-prod-002,m5.xlarge,ap-south-1,prod,33.98,49.46,24,432.0
